conversion,facebook_impression,google_ads_impression,tiktok_impression,youtube_impression,affiliates_impression
968.8985562528677,3055.360548561343,1880.2125293150648,1320.3800505168551,1373.0651424533412,1585.4346466498155
985.2047597522842,2578.417756042053,1980.7277005549358,1846.3812677376463,1190.4858438725162,2116.139639598746
994.2842318840055,2536.0628564830818,2009.7162209523703,1899.6902970222059,1592.0732574395063,1598.5686667971734
928.2225816545172,2448.090628795733,1762.0652985724737,1963.6369986579484,1019.5728630933787,1897.3286084877209
1009.7520495823691,3052.734367969607,1972.892622936682,1793.6345548346626,1055.9653490898888,1767.7072050448614
1031.8275086777303,3124.2335929278024,2225.4129484222553,1491.7072871340818,1607.7217183671728,1410.0929701109767
999.5531898994612,2371.3906543731246,1991.0263274925633,1925.9269163874849,1755.011436535167,1681.062141103185
1085.2256688969835,3008.989644540755,2426.0118560308947,1537.0210939885453,1963.4229106458974,1352.1944685065157
888.9059941021819,2403.364764865268,1960.4859433273652,1228.8044497921308,1345.202062052189,1494.459478575734
876.7313985922259,2165.8504418115986,1656.465354732546,1044.4944223983507,1968.804617476134,1835.1791484131993
876.2006590285357,2220.8603517606275,1547.2601050953685,1801.7213385192172,1330.8278089359746,1729.0218287506257
970.2785491366162,2786.7986858191407,2096.3733029897426,1712.1632825911151,990.3561761577071,1685.4796011606854
1058.448678814742,2681.861248676498,2174.5408052707394,1808.1949660984117,1621.9292748453076,2248.0213969175743
1010.3409580695812,2936.034948979105,1768.2680417491063,1858.6664379251647,1533.1064087720547,1904.1986430486797
871.0689847615106,2794.3125703171536,1337.9318309160042,1508.3224995154458,1123.4632341452075,1456.3682598752057
1094.9179457408065,4216.518678949245,1844.259131191881,1421.924998671488,1068.7904110536442,1882.9540747349142
1057.9828997480595,3797.1563956238524,1975.2149929497664,1472.8362615214176,1049.2475030032938,1759.3356802963126
907.5690409903818,2921.974653147162,1495.9132864753747,1513.157670678516,1202.3984969161515,1460.459470602014
952.1595464850229,2453.8191978808586,1891.6117610515407,1659.6996239937887,1840.651327477187,1225.0955479338545
839.2622453771314,2518.0048299454893,1589.5243589771558,1149.2320813814126,1373.2055478659122,1371.2539777178526
968.0952009021039,2955.300500869932,1960.6024498816805,1374.4950629822072,1478.8372895621865,1554.4045073154575
1001.2030534314555,2937.4428073380373,2183.5892503940745,1324.188459524384,1213.2417682882963,2194.2588287813446
1106.6724583384967,3013.443663372384,2270.6288071286785,1993.031159647812,1929.578384110309,1440.9397497970153
1113.5141565976892,2963.2463712048284,2347.5542829325773,1520.6620811663936,2012.9220988543198,2221.7666858833427
1034.0029772119312,2772.326189146219,2035.2975319920338,1670.1532240839697,1626.038453044753,2231.7670246171415
980.1876426738651,2555.2092636995553,1839.3989601577493,1638.0177088468556,1477.854176186953,2261.439272123297
1131.1917942593916,2955.3425550218526,2452.0058838320206,1678.0254092759803,2083.3147954297265,1953.6289739445597
981.580463403393,3125.2112643118135,1897.7154167352724,1608.5882086473932,1239.6760410994546,1424.554503751032
862.6493010216394,2412.8694775942904,1894.7769887988081,1435.9926768574542,990.419827893,1399.7563638721215
960.6987661624693,2707.5644559930247,1883.5404800247575,1290.45682793074,1842.6589183790536,1592.806779531685
1073.3402077206754,3003.358315224455,2408.084237424573,1485.0110225095277,1922.3875332963623,1412.6032874175307
1010.3648230608901,2523.0448265536634,2282.7599471894964,1117.052632320494,1893.2780016597667,2218.604553400397
1204.9890834787343,3408.5331522625283,2209.31721805359,2695.756156840348,1514.736321235015,2108.8930585688586
1014.7810540038544,2633.3821687118325,2237.3127059079297,2067.5309932805408,1390.3885115743537,1417.9481052385058
864.8348326342907,2561.0224827624666,1415.3939113334588,1408.0426739257498,1127.0998623246437,1993.1023284110697
1052.276907831935,2644.7333344198205,2100.660247323362,1959.9905049635822,1800.1337995593942,1736.9605160820302
1001.6539520995809,2558.8138853447063,1819.889336919146,1441.0159848910955,1505.772623301085,3019.4140539771042
1041.7688733327873,3107.3059620818744,1991.6918735498969,1201.4533756962965,1910.21555633854,2279.8829061322185
875.6545625315605,2259.5997613985255,1509.2909745254685,1542.8412379259726,1642.7890728404545,1668.997649701332
986.4816903104035,2618.185437640348,1858.5645189095612,1450.3676336074839,2016.0861565970706,1796.9677538440665
950.5266690686017,2653.4592947217116,2214.540257268466,1471.4962990787296,1150.2361575967584,1567.6268618190377
994.160493248997,2989.993306664674,2182.9256097248963,1365.6029413624171,1264.326709741418,1693.443456534339
863.8957490871314,2563.7979883118196,1466.4644157424202,1257.2241560146115,1310.4125263098704,1865.0169249984392
1062.218934356608,3018.355867702683,1899.691856009579,1815.727823150879,1761.5241633073415,2018.3075010599744
1033.112856801965,2976.885559931777,1832.304606148895,2043.154386513678,1583.0484292003762,1661.3886370834891
1045.1679376133018,2739.6038901451066,2479.6890133726665,1532.164216524921,1491.0007886028664,1883.1657924584147
997.0130621445741,2978.382974576128,2146.2683885972665,1071.8249582095696,1657.1095983476005,1835.7884181913182
994.8737022847728,2572.4369134765393,2286.6151925644267,1377.8576454084014,1485.0643736525244,2044.2342947708034
1093.6036889987995,3138.2930378253564,1921.5530459568245,2106.433619171476,1741.5648071234175,1774.978022101607
909.9009282182606,2638.356928622634,1663.9378546567746,1274.5366030394805,1731.6086120857537,1288.968055389385
997.6792687882172,2373.0428027287544,2201.1548179715255,1984.5212567713995,1543.9460917664285,1731.9646432828677
858.7044523776732,2140.850541070947,1665.3749271181239,1942.9894216469443,931.3952487016116,1547.524879767383
839.5411680564157,2203.9755703500423,1563.2935660957198,1527.0920788724948,938.1974145736933,1953.3202100566873
906.9445609924207,2348.971687983924,1499.6265415130824,1585.3878846602775,1852.5386111850462,1579.6104809195067
1084.6488373538914,2707.6886339615194,2340.9037900437197,1896.6654149324409,1765.2651357411742,1911.2493667691983
976.8730325392704,2522.6865367012097,2250.9805280019013,1637.4404359740952,1565.739980825106,1502.9480538701694
989.9651827435343,3010.207065936134,1838.5933865330662,1306.2650887391655,1398.2013816547103,2249.82512976637
1040.770942488358,2874.6664786306333,2308.357832690909,1453.9563489616573,1503.7588054110533,1950.8110563888458
1014.6362149846136,2939.8253273418777,1708.2908519774487,1672.3319414102966,1629.7851448148547,2139.898456749514
951.1842234081979,2618.521428732025,2184.4327135268295,1877.3830331894042,971.0882775131797,1459.4042150006878
1000.2163781218286,2347.743654554847,2196.084006738412,1710.6578039212432,1955.7000577835609,1438.355653707709
963.1023754859275,2668.8316581874333,2187.7185842233625,1130.1953740838096,1410.8505251024753,1956.4576993054898
884.3567631159972,2569.318128476698,1554.6299789421805,1006.2953522062733,1983.756906079712,1348.0841258068954
1020.5657410123663,2831.737485198123,2182.9147247269943,1304.5014687109046,1799.209914245778,1812.4359894777117
938.2350951513008,2526.2242942801713,1657.2191335764041,1760.2858167246882,1385.42958417927,1827.1595658749761
922.3206156337149,2393.940985171901,1599.5033062168086,1374.0577358925643,1878.8507049873183,1999.7569382659813
985.3449952198339,2732.3999441262354,1906.338533779321,1989.9816903423794,1159.0982047391365,1754.4590969957578
957.3068022773772,2679.8280891999443,1795.0655035480793,1224.844692573389,1882.5239155145105,1760.8322370132723
1072.255603347393,2603.12290840563,2530.770620188984,1804.1011420608716,1766.03818451729,1765.4490587201653
911.5802342001726,2288.443593069127,2071.9005238192417,1000.3245537338579,1808.111000790173,1604.0565733988537
982.402760137714,3010.3873052633808,2103.1461632271994,1081.7757663929053,1440.3576103766093,1863.033962358512
911.6750126908651,2349.9424212408994,1578.8599860884906,1819.893968646825,1755.7506680558392,1181.9923129317929
896.085404613084,2795.133627623735,1415.1388348458281,1772.0391235669094,896.4103454873848,1611.8417395935498
962.0863854675309,2329.576014248172,1960.6683104359302,1997.5735264664531,1408.5952746316343,1589.9004868561842
1053.0845067440353,3162.2588489672694,2079.4746684279976,2033.3472549224762,1113.936243550933,1717.2831034220367
1037.1703099765639,3181.8100450532525,2266.6772415463356,1666.106980231664,1356.1467806222447,1356.071903020252
960.0909041402471,2871.315512454461,1792.8931923637174,1043.6680851272158,1630.8499316408802,2160.790137600783
1020.6764150190548,3084.1908095802205,1851.1401989621893,1653.9568622448196,1800.3200091725112,1438.4286060662937
932.6646483592544,2345.297362543981,1815.3308669211533,1800.2241806773047,1154.4671217184305,1991.9851588552526
1206.6098233124474,3331.774479263975,2503.219592512093,2062.847722270734,1880.3465230986988,2176.4919462322578
920.1432963282961,2420.0335667423105,1919.1748922953766,1588.8527378288234,1432.6556546744373,1496.8930344635721
1153.7969958669516,3098.8518065875724,2589.19261903688,1978.1363298261638,2056.4581522555604,1351.4567951582662
942.3348951818489,2958.9878655889192,1603.9601993904803,1408.4025782288215,1206.0209306043262,2036.2718880791047
813.9757719341044,2013.1999357007705,1723.3142933605325,1081.5685242382299,1248.6566255474513,1847.1268038197306
912.7729958794952,2617.2845259678406,1466.8601571236616,1772.5053242985464,1075.7812779556834,1959.1680909468068
1005.4808146019482,2409.8258671599106,2432.167990004138,1291.0968851967282,1715.129743570351,2226.1835704807695
956.060406283432,2727.7824920252706,2296.596808984994,1013.5307029828243,1489.0529330662612,1445.0801320417315
1155.1370470967602,3200.7180022140446,2377.116231962861,1984.479255802901,1987.3363384820846,1596.0273577542725
913.891991323362,2627.4916995470867,1534.635068486387,1251.0563205724236,1458.4092933934985,2175.418179608947
912.4055137525195,2437.820026266221,1943.7494905073422,1208.6351514739513,1717.6886202045532,1277.1292221103251
938.8715687744022,2791.573333427046,2230.9112968843297,1297.8126681357064,1001.4322877447529,1687.3933273027562
1093.7352980371406,3188.5807569910776,2104.5235327808396,1830.768211332462,1954.0826092139189,1569.2885547048193
1038.6213324934827,2976.771905843962,1802.7600135087046,1862.4966521905276,1652.7999766119055,1881.43743182095
893.8302475689339,2282.901556991722,1629.5372050457954,1215.4700715411234,2042.033341686314,1423.4061270341722
968.8782640663413,2951.084314077421,1830.54922123602,1315.8176503804666,1483.5898527759393,1806.0741338636412
1125.3888348352668,3252.2363107873357,2322.322164886484,1537.9448120115956,1766.6990227107256,2200.696486073044
990.2687427691347,2421.79728426939,2050.570920572598,2011.9182656687772,1082.8937508339645,2277.7417883722046
915.9500119748058,2469.561710972518,1910.2184789609805,1621.2515828979906,900.3775500096566,2011.240503224708
883.605436053672,2335.5276714628394,1601.7054434440292,1774.8645192103647,1190.7646940111888,1797.2279610137093
1102.6068254261904,2685.0467338225044,2502.939110471926,1851.9010453345236,1890.9557449312927,1921.4445303503571
956.4762092818171,2521.8796962095435,1880.0656640905333,1726.2724149782794,1271.909683249007,1990.9489611576194
1024.765028304912,2968.932007829435,1925.0458332487558,1645.8354899034862,1446.4820762558122,2164.177743740828
979.0938204443518,3088.924000983873,1786.441458935733,1714.890615236753,1141.5766851307567,1544.0412465230618
1035.1103031663292,2722.095874866278,2019.5400425013045,1515.0459646744775,1892.8076021884756,2179.5320944541004
920.1858031684671,2556.8258443545906,1748.0233919169566,1479.3034153035362,1330.8917314935165,1768.4136847774532
993.2716851395737,2686.309839678432,2127.069717475908,1764.271392432012,1511.0168102788466,1468.8174557226198
1090.6851488719838,3194.9501184485525,1836.5362326019226,2017.8423865308698,1905.9776261256716,1604.028989345372
971.8951056556493,2922.5799227478356,2119.314176686502,1052.5372048539214,1371.856863839379,1880.3631834590908
1047.7002484308841,2624.6444461561073,2439.5593137934206,1641.2535957288023,1885.2909439070327,1562.5106307646922
978.2772536506523,2480.214156676555,1697.2069358743247,1741.0860566908934,1813.8689823801546,2161.2434555405807
909.1783086821587,2848.389107013223,1327.8716341114723,1785.9990266947873,1122.630203368498,1762.7520141571165
1022.7498952393006,3202.7337990255965,2049.422714074797,1770.7115290886152,1122.4520661498643,1602.173773112599
1125.3082420908381,2794.30560807069,2286.779252504712,2011.3677060012903,1910.239867238039,2287.8487061538494
983.7927410016023,2959.7610893712754,1998.7201833443646,1337.5058159026808,1158.941638951626,2159.9097237935853
980.7050152283203,2595.378993266206,2094.820304334233,1474.3758050895492,1390.2228294626827,2152.873033122017
909.8654941698716,2282.133535643289,1553.3249010075378,1753.1086195999642,1645.1174154638877,1621.7142925776875
904.5313401087064,2099.9650712876664,2015.9347703120206,1144.6092457132495,1596.5378833367938,2084.2155676324646
