conversion,facebook_impression,google_ads_impression,tiktok_impression,youtube_impression,affiliates_impression
905.559849924198,1723.117375934257,1533.6613668160846,1921.0132630865432,2102.0537048002498,1154.5706380489128
689.0341541006813,1683.001447284054,894.349044987381,1281.021821336522,1464.6616825410465,1133.6914297018363
819.6007420438568,1685.7204854360832,1667.1321126143605,1137.950165476632,1381.777410865062,1673.4942202317031
831.7638897009543,1524.1513832796115,1150.362996413477,1604.8839831896767,2201.308603753062,1541.2045364077685
813.7091897921898,1535.454660078395,1619.1367508472472,1217.3927150164602,1667.976630834062,1627.6396640822263
849.9583503964217,1752.3190813606743,1618.251440536748,1368.9817892411436,1603.4530349596087,1573.4238425784629
748.5166903036055,1552.7201947234892,1198.6311688272833,1514.224049598515,1550.4021543845352,1209.8434642846858
869.0068126917869,1814.5272300795643,1519.490826694962,1774.796883138272,1780.4575811093669,1342.8968450737652
921.733057830641,1834.299332591625,1509.3771695504283,1653.1803804304384,2250.3281820233733,1719.8773801360621
837.356756155103,1451.1441999787626,1215.4153895063043,1763.5256551509167,2168.8328190847496,1578.7666709650885
800.525514702931,1834.1305579269613,1211.253399115898,1882.7676803921565,1445.8842287155394,1095.6101549063756
787.6272764989511,1480.3273024727118,1742.8324864526548,994.311632294143,1484.7174497113201,1447.7489147330548
797.6964739188477,1562.874837384476,1549.8986043139978,1241.2541660580612,1664.7583447797672,1183.614106603824
848.7497452686875,1982.3022754960812,1490.376722938134,1676.5108438722136,1196.447776908811,1898.328289960486
749.8630919991954,1177.8194157250218,1565.8305802712998,1624.5507641853224,1377.0903399730905,977.2723680361116
863.7161332365858,1114.288873781537,1799.376517583186,1254.5317821028789,2182.773094643698,1728.728345866004
780.4207057763984,1082.1485740706937,1755.3833852894134,1395.2528032542536,1227.5322890148427,1797.1490219831603
743.132500096638,1826.7572460313615,1077.9458512937313,1778.602626925735,1173.5621900223196,1078.7856563109192
900.6130207027426,1903.8138909786808,1842.5946480159523,1488.8325355854486,1674.5988252125692,1450.9231339331684
839.3452980779796,1899.6868678864375,1139.7497388253214,1340.3643342158418,1883.0905327406742,2028.8220135089641
753.7858292503395,2018.4769149160486,1193.8726933052421,998.8809208812371,1397.2623466862399,1216.424666048543
909.4783671344458,1693.8411262220154,1974.6698918573122,1978.6472219951795,1547.9906601058804,1218.4226678803877
722.029304334,1397.5317355834652,1111.4627760205062,1313.136342076325,1415.57778087015,1589.04247660617
844.1079768913398,1765.6764882357834,1213.810049160789,1253.6181705948643,2024.3558355742655,2011.5704129970375
756.6160595384613,960.8162111868426,1562.5845809830005,1359.8262132032469,1404.1641524542736,1912.4037376249362
814.4542104952244,1590.3522015788408,1308.6378947334072,1780.3731162552083,1810.3802328659776,1309.7779610735477
732.2117635467386,1131.5958081107055,1197.6336698405637,1078.9125188321063,2181.2744409560646,1339.9377100921402
908.4042356339755,1981.9809331235112,1701.216842248601,1633.7285811279232,1920.3278755744848,1183.1631366310644
839.0142149166794,1483.2454446471888,1669.2376820411657,1739.0654217577696,1558.2860765481557,1506.8089347040432
