conversion,facebook_impression,google_ads_impression,tiktok_impression,youtube_impression,affiliates_impression
1074.8537813625717,1463.122499921466,1418.472832857706,1413.1437135529347,1919.9852560418826,1655.9365269006407
1135.2558543865903,2123.7762190619933,1939.8645175535648,1473.1612910757926,1252.222076923847,1497.0972289222973
1231.7014611340842,2139.933548337482,1683.3506652061692,1857.5637111623835,1491.5216211962615,1804.5151627652644
1076.021341927581,1392.4397373707152,1619.4183103256087,1300.9560809906964,1800.8478397058102,1787.0314464060123
1069.011131951368,1611.8822961899511,1244.517687161103,1432.76941014803,1600.2081697438525,1825.9823198407155
1082.8191091159822,2287.9717064505285,1109.5415454717058,1440.298743603912,1049.3292003660397,1904.894171249933
991.3790992503369,1571.5132479815695,995.8598956775714,1321.0590061891587,1956.4607753944151,1203.0969572002011
1240.0321397341656,1963.8934618536027,1830.627281683299,1952.9133590954589,2026.925607302236,1087.0872680360494
1121.6298771147315,1739.531009289135,1696.3161211278782,1494.520384823847,1813.8734722412637,1445.8618287982188
971.9746055857454,1454.3296840211628,1853.3276025422824,1216.0145138352812,1340.6021918827423,1242.835075712823
1119.251507790953,1501.4301623409547,1056.7858854900494,1778.0781821605406,1824.666494601573,1712.595244430184
1121.0731781390728,1377.5496448484257,2028.0412655655668,1567.924559344095,1883.9777659014585,1309.3969426294532
1261.5802189776898,1988.8713726009316,1769.4725550739104,1603.4422162368771,2057.892168301731,1892.8511787950429
1059.2344184650838,1515.6719373881213,1300.0145756735087,1364.7658943785457,1885.0777459400583,1649.5864656499696
1260.1371256752304,1908.8357934542507,1236.998668253608,1753.4177437512835,1819.771633587192,2387.759215681848
1070.5860668143425,1708.8473121792827,1112.3917140606854,1643.7809436495156,1574.2365176938608,1512.8821776384357
998.2664134440975,1947.1359831744064,1125.4750817663594,1118.4062107047223,1222.014276421484,1905.6704626883895
1153.26962268665,2076.899011144817,1402.6994212040522,1318.4972617236235,1786.547294595939,2013.1506746220139
1014.3919472894637,2184.9382187780975,1365.0247458239944,956.8392120673844,1819.9021402790556,1250.7686752647521
1135.6527038691806,1634.6581576530502,1407.4228719727193,1716.225278466126,1845.2400902871027,1505.2798672799838
1112.8372846234333,2041.2704722988199,1767.1388723063121,1274.6326148088863,1303.9375185380934,1826.7252270035153
1109.6916518259281,2007.6082521236865,1095.542073104614,1832.4330886325374,1387.113176257264,1380.5881742315823
1140.103789893971,1741.2894242371005,1251.3531132580888,1620.3008288127787,2049.721765286752,1504.645447230983
1195.4950113803636,2103.6916129035826,1392.5241488909382,1784.587196939874,1971.6312720573058,1325.8627336493998
1085.1859644650694,1167.8762968375088,1457.2846351243584,1844.8039685141325,2090.6841075562797,1128.0843480517651
1154.732078836939,1317.7936508389032,1878.2693697904215,1697.1763061896409,1974.3059032508017,1505.02206420635
1118.05025373628,1913.100303489086,1147.3549727996487,1927.6102690726693,1835.0215356469187,1003.57589147304
1004.1807306620819,1529.81909645042,1609.1487371917115,1259.307417094811,1961.3428945789333,945.8927062844616
