conversion,facebook_impression,google_ads_impression,tiktok_impression,youtube_impression,affiliates_impression
1298.6653857812476,1955.028134184684,1588.1641215332133,1915.1871263503133,2937.3502069027827,1403.8476724312222
1152.6238057309106,1607.2760453902129,1464.818427787685,1558.969248354343,2334.2296533385343,1565.2921352120063
1414.9610043196826,2315.873783318766,1427.5196911993667,1966.3362103124591,2833.424392443012,2207.879527754688
1347.030629033998,1621.9451384481285,1843.9623511788416,2032.9211309358443,3176.0590219795636,1428.4352493347471
1162.1941744342857,2001.549720406289,1055.1726438487476,1894.9380755336056,2373.551843765816,1362.0471245324231
1290.588480813934,2326.4400495195105,961.6437621002817,2006.4439681862086,2907.539028337578,1659.5833099835836
1307.3889187511243,2244.3138292028766,1958.777143138412,1507.0814920322136,2692.720695062838,1566.5603352332619
1405.9650172839472,2314.3764993714767,1893.878881253331,2106.1358458468503,2839.9157500018564,1450.189600137306
1200.2614421761434,1623.9344005807416,1027.33080320777,2105.0542822397615,2870.936868121879,1298.4944274233535
1495.1062582587078,2266.0231584835738,1626.2705001617458,2591.7719087047567,2702.936779083233,1817.1376018744843
1455.1338297160207,1891.3390311500857,1820.7963325382339,2394.589081424433,2756.8758939389927,1757.771113699327
1122.9032185710798,1575.4549960012412,1163.459382554626,1710.1277489353915,2495.6838486259553,1383.7704415956912
1115.3554299772684,1647.5028396607677,1107.2899694446403,1955.1046598047928,2117.320103263827,1251.6278053792478
1204.1937434116817,2107.4776737784196,1077.7468818922478,1881.9651045927787,2432.358149863506,1487.7831095542035
1176.604865162138,2005.963515361745,1075.6446153149943,1735.1529416314627,2310.0726757248767,1558.372928219749
1494.158577968405,1893.4470303905446,1827.4223995087018,2474.930163272098,3317.9379167525294,1656.9824884650952
1374.9794082528465,2187.5172429001495,1693.4080574931706,1947.6952798870925,2498.416715836377,1925.4978570294834
1062.4340893707333,1470.0538459494555,1248.515600819495,1651.061748435329,2011.0480317138706,1326.3490240327415
1424.532004931542,1671.822807618144,1745.7096270879497,2212.797273400941,2566.9191504636747,2177.246770913592
1237.2240296325663,2331.1129717411045,1302.4340177522024,1635.842698116085,2396.9870610651187,1658.567375776742
1452.469066182184,2195.718724843294,1339.8741711805542,2397.9722193249195,2842.412551986984,2073.5325617352137
1388.2080970886802,2269.8835913490466,1958.9180810591156,1825.6051960354234,3171.3773129802007,1425.0954799652013
1360.8542975549894,2194.870512293316,1931.5636363419248,1446.1658078804533,2489.210632938353,2224.5085979605274
1514.3295396359395,2375.048655968613,1614.4107419167817,2399.2290607579407,3056.237282718429,1944.3422174082395
1260.3036409284155,1569.772783429702,1135.7004189643908,1865.4472539714222,2912.4522560113564,1953.0706140507045
1382.7736824578942,2243.744609182312,1190.0586825257533,2147.546711034791,2770.1755222471224,2047.5973577566099
1280.356987824587,1914.8084425866796,1015.7927737804838,2142.4205322010093,2434.7471762933346,1959.7360126461194
1263.3239173874529,2024.841332797897,1205.3425759746506,1677.5997333985126,2265.8828411076456,2211.5874994078895
1401.886536135828,2170.4276366722734,1795.685093657477,1568.5497913071426,2839.9067530064576,2287.9470857553197
1123.8687971702248,2410.7956766455018,1009.0343945910348,1232.185462386116,2441.891393478565,1693.5554763322152
1320.2758586813234,1596.3875262365132,1526.9137301783562,1996.0123412423363,2511.899322566544,2058.297762943431
1251.9257887237773,1704.1947600481146,1604.0871494668809,1546.5701088133442,2553.8108216881465,1952.0365181972534
1226.8524287485545,2101.759499431227,1118.209666896691,1600.1858994115944,2386.2654326474913,2057.9516961677255
1397.7947427234528,2495.890589914175,1436.0186649371674,2190.5844039393187,2538.540047506965,1762.7417532607387
1125.628699811268,2191.8018040966685,993.2445950616835,1563.4840830196774,2347.99841107098,1410.7212860962486
1475.947986157419,1711.2597989165727,2090.159918525675,2124.557379370595,2947.5159100190995,2021.9857996688315
1394.8352832617265,2473.5028383802533,1892.1614537385522,1659.0749081249955,2731.064188960283,1799.2173027341667
1413.7790847273122,2321.26166039984,1116.7914401546982,2345.7535500508316,2627.6480327693,2135.2514788015646
1404.9989340726745,2108.226777997653,1979.382985976949,2049.61208619182,2549.8754706456084,1665.6590427671754
1225.6717168797863,1991.7844207105618,1769.3990403534629,1552.31474796283,2634.5982541718727,1305.2450225302255
1351.1900897999099,2136.785610968551,1623.458874483285,1779.0960290628393,2438.7331800831244,2026.4860468552904
1304.9200245790573,2174.7780254673353,1857.6160105501003,1674.5582030865326,2523.2335136241254,1564.7536774650819
1278.1941621767423,1615.8289642632421,1659.8922317727713,1415.9692133731176,2695.404224803,2143.755157865149
1159.1524688875202,2084.0170343317604,1080.0451184555413,1292.0677599585722,2354.947366169016,1981.5793592263578
1478.332042777201,2387.3529355947176,1311.602470082689,2264.6431550852844,2890.0985978466533,2246.5681746099694
1272.5582828816869,2293.80126195961,1550.4247092677329,1587.3942050501287,2969.7058312960144,1382.317668266582
1407.5839828879011,1707.7089688131882,1974.7830562321144,2383.2100820445758,2638.375986481581,1548.9642068334838
1239.6439700009125,1859.7433552834896,1041.4124406265532,1797.4511284869373,2696.186396831662,2000.173883511709
1465.9914960321878,2111.419006446721,1297.960826327526,2259.5133241325125,3074.8787855313626,2271.4133805929946
1306.5982224646084,1872.552475796961,1939.763878621251,1932.405718733294,2277.035509358281,1496.343554478157
1567.7738476223703,2252.7673718868527,2506.055612632117,2173.105032803867,2816.914449385269,1850.068829351914
1686.9748777837333,2226.3019696411625,2260.2767277666157,2511.4249306192564,3412.2858858693853,2281.3197939809606
1192.3521732079644,2150.529545104307,1391.7305891562435,1494.7995541882672,2435.779190397674,1579.206176682395
1483.9720931900124,2102.014239593122,1729.5204603896434,2063.990225630499,3132.357953949807,2130.0338747516753
1303.1157523117463,1581.6116774299326,1310.480248471182,2137.699232493097,2250.261507570673,2151.087460678085
1059.1715637799962,1415.0499561536446,1249.4953702888442,1712.234112311673,2010.4386794698107,1239.3750837316538
1148.2100079190704,1989.46435280774,1116.4529589771207,1421.4101569234122,2029.2330231456426,1995.4451446779017
1230.4971188729028,1938.4259567500048,1291.4996643525758,2117.442123769024,2325.03220750031,1331.6949850352635
1245.1506843914376,2355.9661135925926,1106.7154577384438,1592.3816182788826,2429.9777704137296,1966.5329902601243
1284.5797963340478,1559.493073774318,1389.3654381838103,2007.2895712939753,2676.2372110629403,1811.1477016192057
1043.3130375810192,1710.5107621744044,1342.281358938368,1409.6947774294608,1949.3086984473464,1258.63731625253
1356.5524851222879,1621.3754297430578,1491.1976262733215,2276.255957722514,3182.6689984534587,1480.917899227349
