conversion,facebook_impression,google_ads_impression,tiktok_impression,youtube_impression,affiliates_impression
1042.3600322985287,1149.5716063859938,1736.5236365226226,1832.503999750418,2082.0974798110815,1859.2842335883636
937.5264839308254,1845.734550378401,1448.240474601231,1428.9831127098992,1367.4290980473543,1656.099054540213
851.5167098021404,1590.9467896074739,1279.0814892459898,1342.9718036474817,1434.5263426818997,1172.305949238039
881.2516242694056,1849.3290469586964,1350.6461402325974,1174.297720523608,1604.6161131549409,1306.336934891746
826.1862552694997,1000.8346838243809,1774.7144679571484,1197.7358978787222,973.1647546705789,1792.4361003028966
1062.7408993927359,1887.30794340927,1449.1097270104474,2046.1006831477896,1823.7726739871298,1162.0896806531232
868.1928491462329,1355.953061598807,1834.6290812061875,1286.816986240261,980.2801155429402,1557.1629390873577
1062.482184100826,1505.139895412655,1728.9540703282105,2058.5460616156975,1682.253606876622,1678.513287764016
993.1529851633117,1563.8475196226545,1562.4329938363708,2001.9092293331807,1524.5970140009456,1034.3853457334553
978.0646816976188,1350.257154520024,1464.5018559649293,1827.7997105405886,1743.485118332928,1600.9010251210887
954.2094484964895,1484.4173556997794,1395.9864919594606,1825.4303939730098,1726.4820402902972,1142.702699620654
976.6716848992253,1422.665945276693,1679.6965500185559,1731.6094541923794,1394.9501869623737,1803.482614324611
883.7547062535803,1125.9411161017506,1588.7719093010594,1600.9419205068916,1450.0440129547237,1051.5124758122631
937.0917243029983,1880.2765008267745,1040.8523045207621,1653.4870323660348,1804.6616578033654,1170.9617914869434
901.4219431161731,1692.4954815076826,1324.03310143832,1393.9441547154836,1909.7227392929624,884.5591112385778
945.7621307090626,1549.3320953328623,1621.942537723498,1729.5960580592316,1129.4542134627477,1543.9284818257659
891.1450967017771,923.2530867173155,1195.6446351464078,1641.5271824737497,1788.2781759764184,1888.6239851308856
832.5314664425183,1765.6406729932557,1213.2645889168023,1263.764208930474,1163.8290565184166,1191.1005504966902
950.8131479365924,1054.8162880366592,1604.3692542520198,1465.226748016894,1960.532054301313,1916.131036694139
974.0388150895415,1612.164381971016,1637.3110881317086,1500.2697005397044,1502.7438723890382,1873.7531479985587
905.7218267952361,920.155962262544,1620.169177468942,1575.9827543808992,1909.0134632764998,1162.914818565154
980.7862485161312,1731.5144768785744,1705.8596557790534,1631.6384908345447,1121.1430427908106,1821.3551213311912
